from,to
15039,16292
15039,16151
15039,15647
15039,13134
15039,15653
15039,11396
15039,15671
15039,15267
15039,15069
15039,16335
15039,16385
15039,11361
15039,11453
15039,16323
15039,11474
15039,14290
15039,15138
15039,15537
15039,16159
15039,12439
15039,15756
15039,15319
15039,15356
15039,16414
15039,13520
15039,13706
15039,10151
15039,11885
15039,12159
15039,7788
15039,15704
15039,16457
15039,16459
15039,14432
15039,16485
15039,15823
15039,16468
15039,16155
15039,12151
15039,13883
15039,15408
15039,15842
15039,14523
15039,16204
15039,16566
15039,12297
15039,15234
15039,15236
15039,14625
15039,12873
15039,10746
15039,15504
15039,15246
15039,9693
15039,16548
15039,16374
15039,16075
15039,15514
15039,15982
15039,16555
15039,15900
15039,8971
15039,13700
15039,9194
15039,14110
15039,10037
15039,11694
15039,16291
15039,15284
15039,15450
15039,15298
15039,15645
15039,16458
15039,15946
15039,14831
15039,16549
15039,16513
15039,15344
7511,16065
7511,9590
7511,15680
7511,15173
7511,16250
15041,11397
15041,11130
15041,13054
15041,15680
15041,15521
15041,16181
15041,15515
15041,15468
15041,10576
15041,15728
15041,16373
15041,13025
15041,15376
15041,15383
15042,16155
15043,16506
15043,16466
15043,14245
15043,16332
15044,15489
15044,16332
15044,8787
15045,15908
15047,14846
15047,15936
15047,12159
15047,15094
15047,15671
15047,16118
15047,15594
15047,16182
15047,13280
15047,15176
15047,15388
15047,15394
15047,16183
15047,15758
15047,10092
9927,15653
9927,15907
9927,16476
15049,16453
15049,10496
11810,14846
11810,14523
11810,15115
11810,9218
11810,15388
14583,16173
13642,15876
15052,10899
14514,15310
14514,15594
15057,16353
15057,15673
15057,15879
15057,16332
15057,16183
15057,15427
15057,15243
7860,16480
7860,15936
7860,15388
7860,15740
15061,16104
15061,16204
15061,10029
15061,16588
15061,16129
15061,13740
15061,13764
15061,16242
15061,15809
15062,15826
15062,15168
15062,10403
15062,15842
15062,15527
15062,15295
15062,14928
15062,16516
15062,14416
15062,16075
15062,10872
15062,15756
15062,8150
15062,15596
15062,15407
15062,15722
15062,15515
15062,15800
15062,10899
15062,15618
15062,15323
15064,16061
15064,15895
15064,13640
15064,15376
15064,15179
15064,15988
15064,15481
15066,10746
15066,16392
15067,16181
15068,14846
15068,15936
15068,15740
15068,16549
15068,15388
15068,14928
15069,16353
15069,12723
7152,16480
7152,15388
7152,15936
7152,16126
15071,16466
15072,12159
12874,16282
15076,12907
15076,15820
15076,16313
15076,16623
15076,16158
15076,15166
15076,16186
15076,14928
7766,10158
7965,14165
15079,14928
15079,15936
15079,15630
15079,16353
15079,16118
15079,15427
15079,14245
15079,15388
15079,15788
15079,16183
8447,16548
8447,13149
8447,15783
8447,16332
10746,14432
10746,15826
10746,15106
14681,16151
15083,15907
15083,16480
7998,8156
7998,14561
7998,16332
7998,16168
15085,15927
15087,15425
15088,7430
15088,16183
15088,15885
15089,15895
15089,12487
15089,16313
15089,11694
15089,16399
15089,16507
15089,16280
15089,16446
15089,16136
15089,16316
15090,8817
15090,16390
15090,16332
15090,12543
15090,9415
15090,15648
15092,15796
15092,15740
15092,15182
15093,15879
15094,12907
15094,15982
15094,16313
15094,16136
15094,15624
15094,15642
15094,15232
15094,16067
15094,15671
15094,15427
15094,16557
15094,16050
15094,15758
15094,15143
15094,16118
15094,15176
15094,14432
15094,16147
15094,13356
15094,14180
15094,9207
15094,15740
15094,14546
15094,7830
15094,15337
15094,7538
15094,16528
15094,15688
15094,10676
15094,15554
15094,8511
15094,15199
15094,13700
15094,16012
15094,16480
15094,16183
15094,16060
15094,14873
15094,15632
15094,14927
15094,16291
15094,15594
15095,16479
9980,12642
9980,14846
9980,15936
9980,14859
9980,15944
9980,15474
9980,15344
9980,8220
9980,15106
15096,16332
15097,14846
15097,16113
15097,16353
15097,15834
15097,16332
15098,14859
15098,15388
15098,15879
15099,15665
15099,16473
15099,12611
15099,14922
15099,7235
15099,11311
15099,12365
14685,16457
15101,15826
15101,15419
15101,8023
15101,15427
15101,16332
15101,10403
15101,16480
11879,15879
12723,16335
12723,8817
12723,16202
12723,15301
12723,11474
12723,16209
12723,13146
12723,10227
12723,16076
12723,16451
12723,15427
12723,15753
12723,16117
12723,15867
13146,16305
13146,16332
13146,16183
13146,8817
13146,16353
13146,15826
13146,16048
13146,15120
13146,16076
13146,15427
13146,15555
13146,15468
13146,13640
13146,15375
13146,16452
13146,15177
13146,12595
13146,16146
13146,10158
13146,16147
13146,15493
13146,11130
13146,12450
13146,15512
13146,16391
13146,15868
13146,15537
13146,16196
13146,16209
13146,16268
13146,13480
13146,15927
13146,14865
13146,12365
13146,10151
15350,15270
15350,15504
15350,16197
15350,16158
15350,15515
15350,10379
15350,16288
15106,15370
15106,15373
15106,15826
15106,16037
15106,11361
15106,15427
15106,15434
15106,14846
15106,15457
15106,16118
15106,10236
15106,15192
15106,14343
15106,7458
15106,15596
15106,16263
15106,16280
15106,16140
15106,16291
15106,15647
15106,15653
15106,15671
15106,15677
15106,16332
15106,11337
15106,16183
15106,15899
15106,15812
15106,7973
15106,16282
15106,15288
15106,15131
15106,10978
15106,15837
15106,15820
15106,14609
15106,11130
15106,15483
15106,15983
15106,15834
15106,16485
15106,15842
15106,16528
15106,15880
15106,16314
15106,15514
15106,13867
15106,13700
15106,16569
15106,14747
15106,15932
15106,16204
15106,10151
15106,16451
15106,16616
15106,14089
15108,14846
15108,15046
15108,14928
15108,15936
15108,15740
15108,16565
15108,16118
15108,16480
15108,15856
15108,16549
15108,15879
15108,15388
8156,15841
8156,16168
8156,14110
8156,15826
8156,16558
8156,16244
8156,12428
8156,16618
8156,11653
15110,15877
15110,15673
15110,15966
15110,15879
15110,15243
15110,13069
15110,15360
15110,16622
15111,15737
15111,16206
15113,16332
15113,15740
15113,15936
15114,15868
15115,16061
15115,16332
15117,16273
15117,14122
15117,15715
15117,16067
15117,16078
15117,16288
15117,9994
16172,15895
15119,10158
15119,14561
15119,15512
15119,16147
15119,14891
15119,15220
15119,16080
15119,9523
15119,15383
15119,15406
15119,11532
15119,15267
15119,15905
15119,15427
15119,16578
15119,12611
15119,16451
15119,15624
15119,16607
8211,16264
8224,9218
8224,16353
15124,15199
15124,10227
15124,15578
15124,15232
15124,15680
15124,16367
15124,15212
15125,16186
15125,16367
14065,16332
14065,14846
15127,16234
15128,16332
15129,10158
15129,15988
15129,16196
15129,16332
9824,15879
15131,14846
15131,15988
15132,16417
15132,15696
15132,10576
15132,15232
15132,15164
15132,16018
15132,14291
15132,15478
15133,14846
15133,15740
15133,16118
15211,15879
15211,15392
15211,16218
8274,15263
8274,15480
14689,16202
14689,7809
14689,12528
14689,15841
14689,16183
14689,15427
15138,16246
15138,16173
15138,16154
15138,16183
15138,10457
15138,13168
15138,12543
15138,15724
15138,15182
15138,16061
15138,15288
15138,15388
15138,16480
15138,15936
15138,14092
15138,9415
15138,15594
15139,15849
15139,15740
15139,16231
15139,16283
15139,15300
15139,16304
15142,14846
15142,14561
15142,16158
15143,9207
15143,15825
15143,15664
15143,11653
15143,15554
15143,16349
15143,15758
15143,16118
15143,16353
15143,15639
15143,16050
15143,8220
15143,15740
7686,16061
7686,15820
7686,15037
7686,16147
7686,16353
7686,8220
7686,9129
7686,14928
7686,15826
7686,16186
7686,15879
7686,13791
15145,16165
15145,16448
15145,8220
15145,15478
15145,11554
15147,15388
8379,10025
8379,9994
8379,10742
8379,16607
8379,15936
8379,16147
8379,14928
8379,7981
15150,16147
15150,11130
15150,10576
15150,15427
15150,16332
15150,15826
15150,16118
15150,16196
15150,16595
15150,16472
15150,16549
15150,10158
13054,15879
8399,15489
8399,15991
8399,16080
15153,15753
15153,15680
15153,16350
15153,16332
15153,15521
15154,16500
15154,15879
15154,15388
15154,14928
15156,15233
15156,10403
15157,16204
15157,16147
15157,15779
15157,11486
15157,15879
15157,15299
15157,15454
15157,16253
15157,15885
12159,14873
12159,16182
12159,16163
12159,16486
12159,16183
12159,14075
12159,15499
15159,14846
15160,10158
15160,14343
15160,15680
15160,16332
15160,16367
15160,16183
15161,15467
15161,16002
15161,15879
15161,15261
15161,15864
15163,16332
15163,14846
15164,14290
15164,16108
15164,15478
15165,13519
15166,15740
15166,10407
15166,15362
8493,16332
8502,11206
8502,12592
8502,10576
8502,15542
15170,15596
15170,16349
15170,10647
15170,15323
15171,15232
15172,15936
15172,15388
15173,16332
15173,16353
15173,13555
15173,16183
8569,15876
8569,15879
8569,10133
15175,14846
15175,16480
15176,12907
15176,15199
15176,16531
15176,14873
15176,15642
15176,16458
15176,15758
15176,11474
15176,15578
15176,15995
15176,15632
15176,10676
15176,15963
15177,10158
15177,16147
15177,16480
15177,15388
15177,9129
15177,15224
15177,14859
15177,15826
15177,11474
15177,16549
15177,15383
8634,16345
15179,16061
15179,16506
15179,15737
15179,16332
15179,16242
15179,15779
15179,15596
15179,15376
15179,15688
8565,13168
15181,15299
15181,16332
15181,15880
15181,13520
15182,13321
15182,11130
15182,15267
15182,15908
15182,12907
15182,16165
15182,15440
15182,15284
15182,15624
15182,15982
15182,10457
15182,16286
15182,15562
15182,16571
15182,15963
15182,15724
15182,9071
15183,13883
15183,15301
15184,15232
15184,15868
15184,15454
15184,15476
15184,10103
15184,16183
12503,16061
12503,16578
12503,15820
12503,15908
12503,16332
12503,15388
12503,16104
12503,9118
8617,15356
15187,15298
15187,7452
15187,12846
15188,15488
15188,16353
15188,16183
15189,16273
13061,14523
15442,14846
15442,14523
15442,16350
15442,14122
15442,11206
15442,16332
15442,9218
15191,16438
15192,15411
15192,15427
15192,16120
15192,15590
15192,15594
15192,16242
15192,14928
15192,16129
15192,16048
15193,16148
15193,15680
15193,9219
15193,15951
15194,13736
15194,10093
15195,10941
13555,9129
13555,14859
13555,11462
13555,13521
13555,15558
13555,14982
13555,15383
13555,16075
12006,16369
12006,15879
12006,16383
12006,7538
15199,15758
15199,15729
14110,15416
14110,15430
14110,16332
15204,16263
15204,7973
15204,16429
15204,16353
15204,15376
15204,11854
15204,16183
15205,16565
15206,15671
15206,8727
15206,16183
15206,8817
15206,16202
15206,16446
15206,8067
15206,16176
15206,11130
15206,15427
15206,16246
15206,13787
15206,14749
15206,16451
15206,16549
15206,16452
15206,14983
7735,16107
7735,16156
8727,16246
8727,10576
8727,16480
8727,16086
8727,16332
8727,14846
8727,8817
8727,15907
8727,15298
8727,16353
8727,15715
8727,15688
8727,15639
8727,15879
15209,16573
15209,15895
15209,15436
15209,15388
15209,11653
15209,15908
11121,14846
11121,15388
11121,8220
11121,15644
15212,15680
15212,14891
15212,10041
15212,15357
15212,14928
15212,14546
15212,16206
15212,13025
15212,15665
15212,11397
15212,16181
15212,10576
15212,16399
15212,15610
15212,16604
15212,16129
15212,14711
15212,15478
15212,13791
8769,14846
14523,15826
14523,16060
14523,16468
14523,15344
14523,16332
14523,15355
14523,15899
14523,14928
14523,15740
14523,15407
14523,16393
14523,15908
14523,15427
14523,15388
14523,16414
14523,13520
14523,15911
14523,16424
14523,13706
14523,15298
14523,15691
14523,16118
14523,12873
16204,16332
16204,16242
16204,13080
16204,14846
16204,15899
16204,15936
16204,16183
16204,16280
16204,7788
16204,15879
16204,7430
16204,10205
16204,8220
8742,11200
15218,15388
15218,15908
15219,16182
15219,13907
15219,15394
15219,15630
15220,15921
15220,14741
15220,16183
15220,15425
15220,15826
15220,8349
15221,16332
15221,16186
15221,16350
15221,16043
15221,15728
13905,16424
13905,15804
13905,12074
13905,7648
15223,16480
15223,15879
15223,15880
15224,15489
15224,13867
15224,15388
15224,15936
15224,15244
15224,11050
15224,9415
15224,14089
15224,15826
14227,15554
14227,16448
14227,16293
15226,10158
15226,16588
16390,14846
16390,16406
16390,15936
16390,15921
16390,15740
16390,16078
16390,12611
16390,15388
16390,16092
16390,9415
15227,15388
15227,15936
15228,11130
13068,16113
9214,15639
9214,12422
15231,16332
15232,16088
15232,13134
15232,16353
15232,15805
15232,10093
15232,16107
15232,14859
15232,16440
15232,8971
15232,16457
15232,14432
15232,16147
15232,9994
15232,16517
15232,16528
15232,15411
15232,15879
15232,15554
15232,15885
15232,15388
15232,8556
15232,15136
15232,15936
15232,12722
15232,9218
15232,16297
15232,10103
15233,15589
15234,15288
15234,16480
15234,15754
15234,15388
15234,14846
15234,8817
15234,15936
15234,15624
15234,13168
15234,16118
15234,15462
15234,10872
15234,11544
15234,9415
15234,15740
8130,14846
8130,9426
8130,8220
8130,15324
15236,15594
15236,16332
15236,16183
15236,15856
15236,14928
15236,15826
15236,9868
15236,10046
15236,7973
15236,8709
15236,8150
15236,16118
15236,15907
15236,16117
15236,9415
13069,7973
13069,15879
13069,16332
13069,15936
13069,16183
13069,15699
13069,13244
13069,9218
13069,15474
13069,15427
13069,15740
13069,13791
13069,16353
15239,15454
15239,10158
8475,16332
8475,16466
14297,16083
14297,15936
15241,14561
15241,10158
15241,13178
15242,15879
15243,8817
15243,13354
15243,15427
15243,16332
15243,16202
16405,15826
15244,16061
15244,11980
15244,16517
15244,16480
15244,15388
10205,12543
15246,15940
8997,15879
8997,16282
15248,15826
9523,16556
9523,15596
9523,15599
9523,15406
15250,15454
15250,15347
15250,16332
15250,15361
15251,13273
15251,12346
15251,15656
15253,16332
15253,7692
15253,11638
15253,15384
15253,16361
15253,15728
15253,8067
15253,16182
15253,15590
15253,15924
15253,15388
15253,15689
15253,13520
15253,7981
15253,14846
15253,14831
15253,16241
15255,15438
15258,16231
15258,16118
15258,15754
15258,15136
15258,16447
14150,15911
14150,16461
14150,16136
14150,9693
15261,16154
15261,16259
15261,16305
15261,15827
15261,16242
15261,16170
15261,8817
15261,15826
15261,16517
15261,16313
15261,11544
15261,8067
15261,16061
15261,16176
15261,15740
15261,16518
15261,10576
15261,15425
15261,16246
15261,15963
15261,16585
15261,16480
15261,15777
15261,16147
8971,8944
8971,16291
8971,15983
8971,16588
8971,15326
8971,11694
8971,15632
8971,11544
8971,10093
9105,16061
9105,7235
9105,16242
9105,11130
9105,15737
15265,16565
15265,16578
15265,16332
15265,15740
15265,16215
15266,15988
15266,15879
15266,10158
15266,16183
15267,15427
15267,16480
15267,16147
15267,8817
15267,16183
15267,14928
15267,15534
15267,11544
15267,8288
15267,14629
15267,15406
15267,16231
15267,9424
15267,15388
15267,14846
15267,15936
15267,11130
15267,16481
15267,16118
15267,10457
15267,14620
15267,15383
15267,16451
15269,10025
15269,16480
15269,15281
15269,16332
15269,15388
15269,14846
15269,15936
15269,10543
15269,15740
10344,15450
10344,12543
15272,14846
15272,15388
15272,15936
15272,15821
15272,15908
15273,16282
15274,13706
15274,15453
15274,16393
12422,15899
12422,16288
12422,16087
12422,15988
12422,16273
12422,16399
12422,16385
12422,11929
15276,15489
15276,10158
15276,15936
15276,15427
15276,7809
15276,16209
15277,15403
15277,15826
15277,11050
15277,16129
15277,13083
15277,15565
15278,14846
15278,15879
15278,16332
13453,14846
13453,15558
13453,16549
13453,15594
15280,15583
15280,16556
15280,15452
15280,15705
15281,10025
15282,16244
15282,10960
15282,16453
15283,15849
15283,8147
15283,15941
15283,16244
15284,12592
15284,15740
15284,16407
15284,15388
15284,10092
15284,15936
15284,15554
15284,11466
15284,13280
15284,15963
15284,16288
15286,16332
15286,15895
9219,8944
9219,15623
15288,15653
15288,15411
15288,15899
15288,16050
15288,15299
15288,15410
15288,16198
15288,16129
15288,16140
15288,15477
15288,16146
15288,15823
15288,13907
15288,16155
15288,16481
15288,16231
15288,11206
15288,15035
15288,13389
15288,12369
15288,16002
15288,16447
15288,10457
15288,16292
15288,15321
15288,15647
15452,15583
15452,7430
15452,15705
15452,15951
15289,11532
15289,15879
15291,15427
15291,15936
15292,15879
15292,15740
15292,15943
15292,16622
15293,14928
15293,15388
15293,15936
15293,11184
15295,10158
15295,15936
15295,15740
13354,11694
13354,15580
13354,16183
13354,8817
13354,16202
13354,15826
13354,16118
15298,15895
15298,15736
15298,16183
15298,15936
15298,15988
15298,10158
15298,15321
15300,15740
15300,7192
15300,14165
15300,9218
15300,16589
15300,16283
15300,16304
15301,15974
15301,14561
15301,15430
15301,16332
15301,16168
15301,16335
15301,16186
15301,11474
15301,16529
15301,15879
15301,7648
15301,16061
15301,16558
15301,11397
15301,14928
15301,15468
15301,15534
9317,14846
7809,16158
7809,14138
7809,15849
7809,15777
7809,15624
7809,16186
7809,15826
7809,16196
15305,15624
15306,11486
13024,16075
13024,16518
13024,15510
13024,15927
13024,13149
13024,10053
13024,8147
13024,15826
13024,16050
13024,12428
13024,9071
15309,16052
15309,16558
15309,14092
16246,15335
16246,15740
16246,15388
16246,16183
16246,16304
16246,10403
16246,10110
16246,15936
16246,16196
16246,16353
16246,15879
16246,16470
15310,16168
15310,11020
12616,15624
12616,14733
12616,9468
12616,12642
10177,16332
15313,16332
15313,9415
15313,16118
8488,16480
15316,16061
15316,10093
15316,8220
15317,16061
15317,11416
9402,16198
15319,15907
15319,15715
15319,16242
15319,15809
9415,15653
9415,15489
9415,13321
9415,16480
9415,16481
9415,12907
9415,15388
9415,13080
9415,15988
9415,11544
9415,8067
9415,13280
9415,16092
9415,15879
9415,15740
9415,10576
9415,16534
9415,14138
9415,16407
9415,14846
9415,15777
9415,15936
9415,16117
9415,16288
9415,15950
9415,15724
9415,15562
9415,15136
9415,15648
15321,16061
15321,14561
15321,15010
15321,15427
15321,16323
15321,16080
13025,11397
13025,10576
13025,16567
13025,14561
13025,10129
13025,15826
13025,15468
13025,15383
15323,10576
15323,15908
15323,15594
15323,16183
15323,10379
15323,16349
15323,16353
15323,16118
15323,16186
15323,8220
15323,16140
15324,15756
15324,12795
15324,16059
15324,15736
15324,16518
15324,9426
15324,15879
15325,15503
15326,16332
9207,15653
9207,13007
9207,15377
9207,15988
9207,16288
9207,13941
9207,15564
9207,16291
9207,15936
9207,16050
9207,15648
9500,15299
15335,16147
15335,16332
15335,16080
15335,15838
15335,15899
15335,16277
15335,10647
15335,16533
15335,8220
15336,13907
15337,14846
15337,16118
15337,15907
15337,15715
15337,15639
15337,10158
15337,16480
10246,15908
10246,15671
10246,15548
10246,15388
10246,15344
15340,8107
9839,16505
9839,15382
9839,16183
14349,16353
14349,15936
14349,15740
15343,10576
15343,16549
15344,15740
15344,15907
15344,15754
15344,13706
15344,15388
15344,15936
15344,8741
15345,15680
15345,15719
15345,16600
15347,15168
15348,10158
15348,15740
15348,15908
15348,14620
15348,14245
15348,16332
15348,15388
15348,15936
15348,14928
15348,15879
15348,13791
9590,15680
9590,15515
9590,16196
9590,15879
9590,13791
8787,16061
8787,16517
13356,14625
13356,16480
13356,11532
13356,13238
13356,13080
13356,16353
13356,14546
13356,15826
13356,15688
13356,12428
13356,16061
13356,16181
13356,16039
13356,15578
13356,15427
13356,15777
13356,10158
13356,13787
13356,16140
7269,15975
7269,15638
7269,15751
15353,16332
15354,16332
15355,15936
15355,15895
15355,13168
15356,14846
15356,15826
15356,7538
15356,10148
15356,11694
15356,10335
15356,16486
15356,15596
15356,16335
16491,16072
16491,15782
15357,11200
15357,10576
15357,16250
15357,10041
15357,15927
15357,16448
15357,15826
15357,16533
15357,16206
10025,13238
10025,16332
10025,15366
10025,15716
10025,7271
10025,10543
10025,13792
15359,8638
15359,15879
15360,14928
15360,16242
15360,16332
10690,9468
15362,16350
15362,15826
15362,16480
15362,15594
15366,16309
15366,7271
15367,16345
15367,16237
15367,13321
15367,15299
15367,16332
15367,15936
15367,8741
15368,16186
15368,10576
15369,15222
15369,15477
15370,15908
15370,16332
15370,15388
15370,16183
15370,16350
15370,16448
15370,16118
15370,14846
15370,16313
15370,15715
15370,13244
15371,16486
15372,16332
15372,16209
15372,16196
15373,15736
15373,16353
15373,14859
15373,15578
15373,15427
15373,15594
15373,15907
15373,16183
15373,15895
16370,11130
16370,16332
15844,15534
15844,15680
15844,16209
15375,15279
15375,15988
15375,16446
15375,10158
15375,9400
15375,11653
15375,15662
15375,16304
15376,15653
15376,15674
15376,14576
15376,15580
15376,16183
15376,16345
15376,16353
15376,13178
15376,7973
15376,16050
15376,15698
15376,12722
15376,10037
15376,13007
15376,12609
15376,11924
15376,14926
15376,16291
15376,11854
15376,16140
15377,15895
15377,15988
15377,13007
15377,10158
15377,11854
15377,15758
10029,13224
15382,16512
15382,15427
15382,16505
15382,7973
15382,16293
15384,16061
15384,15624
11361,15665
11361,14959
11361,15876
11361,16332
11361,15820
11361,14846
11361,16350
11361,15936
11361,16183
11361,7973
11361,15624
11361,16118
11361,10158
11361,15512
15386,16332
16282,15977
16282,16566
16282,11056
16282,15365
16282,15411
16282,15514
16282,10941
16282,16233
16282,16291
16282,9533
16282,15647
11544,15489
11544,16147
11544,16480
11544,12151
11544,9299
11544,13080
11544,15943
11544,9526
11544,15557
11544,15724
11544,9673
11544,16061
11544,15740
11544,15754
11544,15590
11544,13764
11544,15439
11544,16549
15388,15826
15388,15548
15388,15408
15388,15411
15388,15427
15388,8511
15388,13941
15388,15457
15388,10236
15388,13787
15388,15486
15388,15489
15388,15510
15388,15912
15388,11820
15388,16051
15388,15578
15388,15590
15388,15594
15388,15610
15388,16573
15388,15618
15388,15645
15388,15648
15388,8164
15388,15653
15388,15789
15388,15908
15388,11474
15388,15812
15388,15980
15388,15725
15388,10475
15388,16146
15388,15740
15388,15743
15388,15746
15388,15754
15388,15756
15388,11825
15388,11885
15388,15788
15388,15790
15388,15397
15388,15823
15388,12128
15388,15845
15388,15849
15388,8147
15388,15861
15388,12497
15388,15903
15388,15905
15388,15557
15388,15991
15388,16540
15388,15936
15388,12722
15388,15639
15388,15944
15388,15955
15388,9557
15388,15834
15388,15982
15388,16569
15388,14873
15388,13168
15388,16035
15388,16036
15388,16053
15388,8943
15388,10110
15388,16083
15388,16106
15388,16003
15388,16118
15388,7271
15388,16140
15388,15455
15388,16147
15388,16153
15388,16170
15388,15679
15388,11206
15388,10148
15388,16183
15388,14928
15388,7830
15388,7538
15388,16196
15388,7744
15388,13803
15388,10937
15388,10975
15388,9424
15388,9477
15388,15476
15388,16251
15388,10379
15388,16060
15388,16274
15388,16280
15388,14625
15388,12365
15388,16288
15388,16323
15388,11396
15388,16309
15388,15827
15388,14891
15388,14245
15388,12630
15388,13615
15388,12346
15388,13520
15388,15933
15388,15760
15388,16407
15388,10407
15388,16373
15388,16198
15388,16434
15388,16436
15388,16440
15388,16444
15388,15562
15388,14432
15388,13321
15388,16480
15388,16481
15388,7973
15388,15664
15388,10403
15388,16516
15388,16517
15388,16527
15388,16216
15388,15527
15388,12130
15388,16565
15388,10037
15388,15262
15388,15752
15388,11694
15388,16291
15388,16577
15388,9673
15388,15698
15388,16607
15388,16558
15388,16599
15388,16458
15388,14089
15388,16536
15388,11328
14733,16332
15392,15495
15392,15740
15392,15427
15392,16183
15392,15553
15392,15936
15392,13168
15392,15950
15392,16304
15393,15575
15394,14873
15394,16454
15394,16040
15394,16407
15394,16578
15394,15596
13263,15777
13907,14859
13907,16613
13907,15575
13907,10103
15397,16353
15397,15715
15397,16332
15398,10158
15398,15936
15398,16332
15398,8817
15398,16118
15399,16481
13029,9400
13029,15545
13029,11747
15402,16248
15402,11653
15403,14326
15403,15432
15403,15419
15403,16411
15403,11337
14629,15879
14629,16353
14629,16183
14629,15925
15406,16324
15406,15383
15406,16578
15407,14846
15407,16146
15407,15895
15407,11206
15407,15740
15407,15879
15408,15974
15408,14846
15408,16393
15408,15905
15408,16083
15408,16332
15408,10148
15408,15936
15408,11130
15408,15624
15408,13168
15408,13389
15408,15427
15408,10457
15408,9426
15408,15740
15408,14983
15408,14928
15408,16407
15409,16480
15410,15908
15410,10872
15410,16448
15410,15703
15410,15639
15410,8220
15411,16147
15411,13080
15411,16183
15411,15879
15411,8288
15411,15895
15411,15740
15411,15936
15411,15010
15411,16120
15411,16607
15412,16417
15412,15897
15414,15936
15416,15680
15416,16367
15416,15826
15418,16332
15296,16566
15296,12907
15296,11200
15296,16117
15296,11474
15296,16291
15296,16332
15296,15991
14138,15826
14138,16231
14138,15899
14138,15777
14138,15615
14138,10151
9522,14846
9522,10153
9522,15010
15423,15680
15423,16351
15423,10960
15423,13791
15424,16332
15424,16183
15425,16183
15425,16304
15425,16353
15425,16416
15425,7648
15426,16268
15426,15639
15426,16353
15426,16183
15426,15648
15426,7916
15427,15982
15427,15580
15427,7538
15427,16196
15427,12130
15427,16075
15427,16249
15427,16037
15427,15554
15427,15455
15427,16117
15427,15468
15427,10263
15427,14983
15427,13787
15427,15481
15427,16147
15427,15168
15427,16176
15427,14928
15427,8067
15427,16209
15427,15576
15427,16156
15427,7458
15427,9424
15427,15590
15427,10886
15427,15596
15427,15618
15427,16280
15427,13165
15427,14625
15427,15639
15427,12365
15427,16288
15427,11396
15427,15826
15427,16332
15427,11337
15427,16183
15427,15899
15427,11474
15427,15383
15427,7973
15427,16388
15427,16263
15427,8852
15427,15756
15427,16311
15427,12609
15427,16440
15427,7788
15427,16444
15427,13521
15427,16452
15427,7916
15427,10158
15427,16468
15427,11130
15427,16481
15427,16259
15427,16202
15427,16353
15427,16216
15427,13867
15427,15905
15427,10037
15427,8817
15427,11694
15427,16291
15427,15732
15427,12630
15427,15927
15427,15933
15427,12722
15427,16335
15427,15648
15427,14927
15427,16617
15429,15879
15430,11200
15430,15680
15431,15975
15431,14343
15431,11474
15431,15680
15432,16332
15433,16326
15434,8150
15435,16134
15435,16453
15436,11397
15436,16573
15436,16332
15436,16183
15436,15758
15436,15868
15436,15826
15436,16118
15436,15876
10053,10158
10053,13149
10053,15826
10053,16196
10053,15895
15438,16181
15438,14711
15438,15512
15438,15820
15439,14846
15439,15671
15439,15740
15439,16304
15440,16557
15440,9129
8511,15653
8511,15936
8511,15826
8511,15988
8511,7648
11391,16183
15443,10960
15443,16558
15443,15380
15443,15680
15443,16244
15443,16168
15444,10999
15444,10941
10092,14290
10092,13880
10092,10158
10093,14432
10093,8033
10093,15826
10093,16291
10093,15936
10093,14846
10093,8944
10110,16332
10110,16183
10110,15758
10110,14673
10110,15936
10110,15462
10110,16196
10110,15879
10110,16533
15449,15756
15450,15936
15450,15827
10133,16118
10133,16332
10133,15594
10133,15724
14741,16332
14741,15868
15455,15457
15455,16183
15455,16332
15455,11653
15455,15826
15455,15758
15455,15955
15455,15715
15455,15936
15455,15907
15455,16353
13941,14749
13941,10158
13941,13007
13941,15481
13941,15988
13941,15537
13941,16053
13941,13803
15457,11694
15457,16183
15457,16353
15457,15907
15457,15715
15457,8220
15459,15465
15459,15656
15459,12543
15460,15964
15460,16118
15460,15361
15461,15671
15461,11980
15461,16183
15462,14846
15462,15936
15462,9218
15462,16118
15462,16332
15462,11653
15463,15879
15464,8817
15464,16332
15464,16353
15464,9194
15464,14983
15465,16381
15465,15222
15465,16517
15465,15728
15466,15879
15466,16332
15467,15864
15467,15716
15468,11397
15468,15868
15468,16202
10228,9533
10233,16480
10236,14846
10236,16332
10236,16118
10236,12873
10236,13721
15473,16332
15473,16336
15473,11130
15473,13434
15473,15841
15474,14562
15474,15916
15474,15936
15474,15826
15474,9218
15474,15879
15474,9715
15474,15383
15476,15936
15476,16183
15476,15740
9533,16382
9533,14711
9533,16227
9533,15680
9533,16466
9533,8919
9533,10960
9533,15879
15480,14846
15480,16448
15480,13670
15481,10158
15481,16353
15481,15988
15202,16332
15202,14561
15202,11554
15483,15879
15483,16332
15484,13168
15484,16183
16048,10158
16048,16183
16048,14928
16048,16353
16048,15868
15486,15613
15486,15740
15486,16118
15486,15908
15486,14165
15486,15879
15486,11653
15486,16592
12898,16003
15488,7452
15488,15635
15489,15879
15489,15967
15489,16484
15489,16183
15489,15989
15489,8817
15489,16353
15489,15826
15489,15688
15489,9426
15489,16549
15489,16385
15489,15262
15489,15916
15489,15777
15489,16118
15489,15856
15489,16140
10343,16549
15493,15680
15493,15826
15494,15879
15495,16346
15495,15963
15496,15680
